tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
@USER Legally you need to take 15 min break every 2 hours and a lunch after 4 if you stream for more than 5 hours lol if you stream for more than 10 hours you are required to take a second lunch before the 10th hour,NOT,user legally you need to take 15 min break every 2 hours and a lunch after 4 if you stream for more than 5 hours lol if you stream for more than 10 hours you are required to take a second lunch before the 10th hour,0.0,0.058823529411764705,0.0625,user_PROPN legally_ADV need_VERB 15_NUM min_NOUN break_NOUN 2_NUM hour_NOUN lunch_NOUN 4_NUM stream_VERB 5_NUM hour_NOUN lol_NOUN stream_VERB 10_NUM hour_NOUN require_VERB second_ADJ lunch_NOUN 10th_ADJ hour_NOUN,user min break hour lunch hour lol hour lunch hour
@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.,OFF,user she never planned to testify. it was all an act - one that fell flat very quickly. liberals will never learn. we know their tactics. we can accurately predict their actions &amp; responses. we also know how to think &amp; do research. that's why they hate us. they can't control us.,0.0,0.058823529411764705,0.5,user_NOUN plan_VERB testify_VERB act_NOUN fall_VERB flat_ADJ quickly_ADV liberal_NOUN learn_VERB know_VERB tactic_NOUN accurately_ADV predict_VERB action_NOUN amp_PROPN response_NOUN know_VERB think_VERB amp_PROPN research_NOUN hate_VERB control_VERB,user act liberal tactic action amp response amp research
@USER Isn't that just a nerd,OFF,user isn't that just a nerd,0.0,0.058823529411764705,0.0625,user_NOUN nerd_NOUN,user nerd
@USER He's qualified. 😂😂😂😂,NOT,user he's qualified. 😂😂😂😂,0.0,0.0,0.125,user_PROPN qualified_ADJ 😂_PROPN 😂_X 😂_X 😂_VERB,user 😂
"@USER Why are you liberals, who are so quick to scream I'm a victim"", so clueless as to how our legal system works &amp; which law depts investigate which crimes? Assault crimes are not what the FBI investigates, period. Your ignorance on this matter is glaring &amp; you should be embarassed.""",OFF,"user why are you liberals, who are so quick to scream i'm a victim"", so clueless as to how our legal system works &amp; which law depts investigate which crimes ? assault crimes are not what the fbi investigates, period. your ignorance on this matter is glaring &amp; you should be embarassed.""",0.0,0.17647058823529413,0.1875,user_NOUN liberal_NOUN quick_ADJ scream_VERB victim_NOUN clueless_ADJ legal_ADJ system_NOUN work_VERB amp_PROPN law_NOUN dept_NOUN investigate_VERB crime_NOUN assault_NOUN crime_NOUN fbi_PROPN investigate_NOUN period_NOUN ignorance_NOUN matter_NOUN glaring_ADJ amp_PROPN embarasse_VERB,user liberal victim system amp law dept crime assault crime fbi investigate period ignorance matter amp
@USER Proud. Shit is fire no matter what weather you’re in. No matter if your house temperature is high or low. Everyone’s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,OFF,user proud. shit is fire no matter what weather you’re in. no matter if your house temperature is high or low. everyone’s just too pussy to get in the water for 1 min. cuz after that you get used to the temp,0.0,0.058823529411764705,0.3125,user_PROPN proud_PROPN shit_PROPN fire_NOUN matter_ADV weather_NOUN matter_ADV house_NOUN temperature_NOUN high_ADJ low_ADJ pussy_ADJ water_NOUN 1_NUM min_NOUN cuz_SCONJ temp_NOUN,user proud shit fire weather house temperature water min temp
@USER you are most welcome!!! #WhysJamesCryin???,NOT,user you are most welcome ! ! ! whysjamescryin ? ? ?,0.0,0.058823529411764705,0.125,user_NOUN welcome_ADJ whysjamescryin_VERB,user
#meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!!  Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL,OFF,mediatoo selective putrid outrage only at conservatives only by liberals who want us to know how moral they are ! ! ! re: kavanaugh and any other repub who will stand up against them ! ! url,0.2,0.0,0.1875,mediatoo_ADV selective_ADJ putrid_ADJ outrage_NOUN conservative_NOUN liberal_NOUN want_VERB know_VERB moral_ADJ kavanaugh_NOUN repub_NOUN stand_VERB url_NOUN,outrage conservative liberal kavanaugh repub url
@USER @USER @USER @USER @USER She is going to be heartbroken to see you and you 6 followers go. Bot bot bot.,NOT,user she is going to be heartbroken to see you and you 6 followers go. bot bot bot.,0.0,0.0,0.125,user_NOUN go_VERB heartbroken_VERB 6_NUM follower_NOUN bot_PROPN bot_PROPN bot_PROPN,user follower bot bot bot
@USER This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop,OFF,user this is ridiculous...unbelievable  ! ! ! so this fine young man is now dead because of a stupid reason .... come on  ! ! ! ! ! gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 this has to stop,0.0,0.058823529411764705,0.1875,user_NOUN ridiculous_ADJ unbelievable_ADJ  _SPACE fine_ADJ young_ADJ man_NOUN dead_ADJ stupid_ADJ reason_NOUN come_VERB  _SPACE gun_NOUN control_NOUN solution_NOUN you_PRON innocent_ADJ people_NOUN got_AUX kill_VERB gun_NOUN 😡_PROPN 😡_PROPN 😡_PROPN stop_VERB,user man reason gun control solution people gun 😡 😡 😡
@USER i BREATGE in kpop stan u nigger,OFF,user i breatge in kpop stan u nigger,0.0,0.11764705882352941,0.0625,user_NOUN breatge_VERB kpop_PROPN stan_PROPN u_PROPN nigger_NOUN,user kpop stan u nigger
@USER @USER @USER don’t perpetuate colonialism. If you are going to talk about #puertorico you must have Puerto Ricans in the panel! Jeezuz.fucking.christ! How difficult can that be? #diásporaenresistencia URL,NOT,user don’t perpetuate colonialism. if you are going to talk about puertorico you must have puerto ricans in the panel ! jeezuz.fucking.christ ! how difficult can that be ? diásporaenresistencia url,0.0,0.0,0.3125,user_NOUN perpetuate_VERB colonialism_NOUN go_VERB talk_VERB puertorico_NOUN puerto_ADJ rican_NOUN panel_NOUN jeezuz.fucking.christ_NOUN difficult_ADJ diásporaenresistencia_PROPN url_PROPN,user colonialism puertorico rican panel jeezuz.fucking.christ diásporaenresistencia url
@USER @USER Cube has shown in the past that he is not in control of this. The investors on the board run the show. And they are super cheap.,OFF,user cube has shown in the past that he is not in control of this. the investors on the board run the show. and they are super cheap.,0.0,0.058823529411764705,0.1875,user_NOUN cube_PROPN show_VERB past_NOUN control_NOUN investor_NOUN board_NOUN run_VERB super_ADV cheap_ADJ,user cube past control investor board
@USER @USER URL You must love DJT more then I do😂🤣😂🤣 You are obsessed with him.,NOT,user url you must love djt more then i do😂🤣😂🤣 you are obsessed with him.,0.0,0.11764705882352941,0.125,user_PROPN url_PROPN love_VERB djt_PROPN 😂_PROPN 🤣_PROPN 😂_PROPN 🤣_PROPN obsess_VERB,user url djt 😂 🤣 😂 🤣
@USER That asshole has so much nerve. Unreal.,OFF,user that asshole has so much nerve. unreal.,0.0,0.058823529411764705,0.125,user_NOUN asshole_PROPN nerve_NOUN unreal_ADJ,user asshole nerve
@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,OFF,user bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed ....get your facts straight,0.0,0.0,0.0625,user_NOUN bitch_NOUN shut_VERB cyberpunk_NOUN announce_VERB way_ADV 2012_NUM getting_AUX reveal_VERB fact_NOUN straight_ADJ,user bitch cyberpunk fact
@USER Did they think it was going to get better,NOT,user did they think it was going to get better,0.0,0.058823529411764705,0.0625,user_NOUN think_VERB go_VERB well_ADJ,user
@USER @USER LMAOOO fucking love you see you hotties soon xox,OFF,user lmaooo fucking love you see you hotties soon xox,0.0,0.0,0.125,user_PROPN lmaooo_PROPN fucking_ADJ love_NOUN hottie_NOUN soon_ADV xox_PUNCT,user lmaooo love hottie
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing,NOT,user love it trump wanted to do something liberals and democrats just talk and have hearing,0.0,0.0,0.0625,user_NOUN love_VERB trump_NOUN want_VERB liberal_NOUN democrats_PROPN talk_VERB hear_VERB,user trump liberal democrats
@USER @USER says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders @USER building their failure of lies,OFF,user says social housing is good and in the same breath talks of climbing the ladder. hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders user building their failure of lies,0.0,0.11764705882352941,0.125,user_NOUN say_VERB social_ADJ housing_NOUN good_ADJ breath_NOUN talk_NOUN climb_VERB ladder_NOUN hypocrisy_PROPN incarnate_ADJ fail_VERB lie_VERB politician_NOUN line_VERB party_NOUN pocket_NOUN tax_NOUN money_NOUN real_ADJ estate_NOUN builder_NOUN user_NOUN build_VERB failure_NOUN lie_NOUN,user housing breath talk ladder hypocrisy politician party pocket tax money estate builder user failure lie
@USER Whats your story on gun control?,NOT,user whats your story on gun control ?,0.0,0.058823529411764705,0.0625,user_NOUN s_VERB story_NOUN gun_NOUN control_NOUN,user story gun control
#RoseanneBarr never hid her #Racism inexcusable but we know #Liberals sunk her because of #MuslimBrotherhood comment #Priorities #BlackLivesMatter we must #Unite to end #Racism. #RoseanneBarr has been an open #Racist for decades. 100 inexcusable. #PCLiberals #WakeUP end #Racism URL,OFF,roseannebarr never hid her racism inexcusable but we know liberals sunk her because of muslimbrotherhood comment priorities blacklivesmatter we must unite to end racism. roseannebarr has been an open racist for decades. 100 inexcusable. pcliberals wakeup end racism url,0.0,0.11764705882352941,0.3125,roseannebarr_PROPN hide_VERB racism_NOUN inexcusable_ADJ know_VERB liberal_NOUN sink_VERB muslimbrotherhood_NOUN comment_NOUN priority_NOUN blacklivesmatt_ADJ unite_VERB end_VERB racism_NOUN roseannebarr_PROPN open_ADJ racist_NOUN decade_NOUN 100_NUM inexcusable_ADJ pcliberal_NOUN wakeup_PROPN end_PROPN racism_NOUN url_ADV,roseannebarr racism liberal muslimbrotherhood comment priority racism roseannebarr racist decade pcliberal wakeup end racism
@USER I knew I wouldn’t like what he did but I never ever thought that every single Republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty,OFF,user i knew i wouldn’t like what he did but i never ever thought that every single republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty,0.0,0.058823529411764705,0.125,user_NOUN know_VERB like_VERB think_VERB single_ADJ republican_ADJ sit_VERB let_VERB mention_VERB tweet_NOUN pretty_ADV,user tweet
"@USER @USER @USER @USER @USER @USER 36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS.""""",OFF,"user 36 years ago i was sexually assaulted by a supreme court nominee, but i would like to remain anonymous so that i don't have to answer questions. this is basically a smear campaign because i am a democrat and don't want conservatives with a majority on scotus.""""",0.0,0.058823529411764705,0.125,user_NOUN 36_NUM year_NOUN ago_ADV sexually_ADV assault_VERB supreme_PROPN court_PROPN nominee_NOUN like_VERB remain_VERB anonymous_ADJ answer_VERB question_NOUN basically_ADV smear_NOUN campaign_NOUN democrat_PROPN want_VERB conservative_NOUN majority_NOUN scotu_NOUN,user year supreme court nominee question smear campaign democrat conservative majority scotu
@USER All that money hadn't made u smarter.,OFF,user all that money hadn't made u smarter.,0.0,0.058823529411764705,0.0625,user_NOUN money_NOUN u_NOUN smart_ADJ,user money u
"@USER @USER Just remember it took Mark Felt 30 years before he would admit he was Deep throat"". These denials r meaningless""",NOT,"user just remember it took mark felt 30 years before he would admit he was deep throat"". these denials r meaningless""",0.0,0.0,0.125,user_NOUN remember_VERB take_VERB mark_NOUN feel_VERB 30_NUM year_NOUN admit_VERB deep_ADJ throat_NOUN denial_NOUN r_VERB meaningless_ADJ,user mark year throat denial
@USER @USER #Antifa members,NOT,user antifa members,0.0,0.0,0.0625,user_PROPN antifa_PROPN member_NOUN,user antifa member
@USER was she physically threatening the boys or us? was she completely slandering their name? no she wasnt. im honestly not for her saying that shit ya of course. like ya she said it and fucked up. but at least she owned up to it and apologized. but death threats is way out of line.,OFF,user was she physically threatening the boys or us ? was she completely slandering their name ? no she wasnt. im honestly not for her saying that shit ya of course. like ya she said it and fucked up. but at least she owned up to it and apologized. but death threats is way out of line.,0.0,0.058823529411764705,0.4375,user_NOUN physically_ADV threaten_VERB boy_NOUN completely_ADV slander_VERB not_PART m_VERB honestly_ADV say_VERB shit_NOUN ya_PRON course_NOUN like_ADP ya_PRON say_VERB fuck_VERB own_VERB apologize_VERB death_NOUN threat_NOUN way_ADV line_NOUN,user boy shit course death threat line
@USER @USER lmao @ the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is shit and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u capture the attention of Joe Shmo,OFF,user lmao  the world league viewership compared to league of legends or overwatch or cs:go. main issues are that the format is shit and the game is on console. so you need to fix one of them. console could be turned into an advantage uf u capture the attention of joe shmo,0.0,0.0,0.25,user_PROPN lmao_PROPN  _SPACE world_NOUN league_NOUN viewership_NOUN compare_VERB league_NOUN legend_NOUN overwatch_VERB cs_ADJ main_ADJ issue_NOUN format_NOUN shit_NOUN game_NOUN console_NOUN need_VERB fix_VERB console_NOUN turn_VERB advantage_NOUN uf_ADP u_PROPN capture_VERB attention_NOUN joe_PROPN shmo_PROPN,user lmao world league viewership league legend issue format shit game console console advantage u attention joe shmo
"@USER @USER Way over the head..."" you #Liberals are all the same.. ""@USER supporters are stupid"" ""If you think for yourself, you are a racist"" ""Aboilish ICE so we can have open borders and more crime."" Get out of you bubble for a minute and look at how great the country is doing. #MAGA""",OFF,"user way over the head..."" you liberals are all the same.. ""user supporters are stupid"" ""if you think for yourself, you are a racist"" ""aboilish ice so we can have open borders and more crime."" get out of you bubble for a minute and look at how great the country is doing. maga""",0.0,0.11764705882352941,0.25,user_PROPN way_NOUN head_NOUN liberal_NOUN user_NOUN supporter_NOUN stupid_ADJ think_VERB racist_NOUN aboilish_VERB ice_PROPN open_ADJ border_NOUN crime_NOUN bubble_NOUN minute_NOUN look_VERB great_ADJ country_NOUN maga_NOUN,user way head liberal user supporter racist ice border crime bubble minute country maga
@USER Hey love just wanted to check on you!!! I hope you are okay hun !!,NOT,user hey love just wanted to check on you ! ! ! i hope you are okay hun  ! !,0.0,0.058823529411764705,0.125,user_NOUN hey_INTJ love_NOUN want_VERB check_VERB hope_VERB okay_ADJ hun_PROPN  _SPACE,user love hun
@USER Of course it does. But they weren't interested to him. Domestic abuse is still domestic abuse. So I hope you didn't use this fake rumor just to shit on the habs and that you actually care about domestic abuse.,OFF,user of course it does. but they weren't interested to him. domestic abuse is still domestic abuse. so i hope you didn't use this fake rumor just to shit on the habs and that you actually care about domestic abuse.,0.0,0.0,0.25,user_NOUN course_NOUN interested_ADJ domestic_ADJ abuse_NOUN domestic_ADJ abuse_NOUN hope_VERB use_VERB fake_ADJ rumor_NOUN shit_VERB hab_NOUN actually_ADV care_VERB domestic_ADJ abuse_NOUN,user course abuse abuse rumor hab abuse
"@USER The Hollywood elites make fun of Republicans, Conservatives, Christians, Jesus, &amp; Ex-crackheads. That's very funny, considering they consist of Democrats, Liberals, Atheists, Satanists, and CURRENT"" Crackheads. And don't forget, the adulterers, pedophiles, and abusers of woman.""",OFF,"user the hollywood elites make fun of republicans, conservatives, christians, jesus, &amp; ex-crackheads. that's very funny, considering they consist of democrats, liberals, atheists, satanists, and current"" crackheads. and don't forget, the adulterers, pedophiles, and abusers of woman.""",0.2,0.17647058823529413,0.1875,user_NOUN hollywood_NOUN elite_NOUN fun_NOUN republicans_PROPN conservative_NOUN christians_PROPN jesus_PROPN amp_PROPN ex_NOUN crackhead_NOUN funny_ADJ consider_VERB consist_VERB democrats_PROPN liberal_NOUN atheist_NOUN satanist_NOUN current_ADJ crackhead_NOUN forget_VERB adulterer_NOUN pedophile_NOUN abuser_NOUN woman_NOUN,user hollywood elite fun republicans conservative christians jesus amp ex crackhead democrats liberal atheist satanist crackhead adulterer pedophile abuser woman
@USER @USER I never watch the NFL !!!’ Panthers suck by the way !!!,OFF,user i never watch the nfl  ! ! !’ panthers suck by the way  ! ! !,0.0,0.058823529411764705,0.125,user_NOUN watch_VERB nfl_PROPN  _SPACE panther_NOUN suck_VERB way_NOUN  _SPACE,user nfl panther way
@USER help! I already have a verify account but when I try to use it it wants further details (passport) which I don’t have with me. So I phone instead and after two minutes of pointless messages it tells me you are busy and hang up!!! What rubbish service.,OFF,user help ! i already have a verify account but when i try to use it it wants further details (passport) which i don’t have with me. so i phone instead and after two minutes of pointless messages it tells me you are busy and hang up ! ! ! what rubbish service.,0.0,0.058823529411764705,0.25,user_NOUN help_NOUN verify_NOUN account_NOUN try_VERB use_VERB want_VERB detail_NOUN passport_NOUN phone_VERB instead_ADV minute_NOUN pointless_ADJ message_NOUN tell_VERB busy_ADJ hang_VERB rubbish_NOUN service_NOUN,user help verify account detail passport minute message rubbish service
@USER @USER @USER @USER @USER Ummm theres video of it and the coach literally admitted to it lmao. Maybe read before having strong shitty opinions,OFF,user ummm theres video of it and the coach literally admitted to it lmao. maybe read before having strong shitty opinions,0.0,0.0,0.125,user_NOUN ummm_ADJ s_PART video_NOUN coach_NOUN literally_ADV admit_VERB lmao_NOUN maybe_ADV read_VERB have_VERB strong_ADJ shitty_ADJ opinion_NOUN,user video coach lmao opinion
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Go take Economics......We'll wait😒,NOT,user go take economics......we'll wait😒,0.0,0.0,0.125,user_NOUN economic_NOUN we'll_PROPN wait_VERB 😒_NOUN,user economic we'll 😒
@USER Hey genius Hitler was dead two years before Trump was born.,NOT,user hey genius hitler was dead two years before trump was born.,0.0,0.11764705882352941,0.0625,user_NOUN hey_PROPN genius_PROPN hitler_NOUN dead_ADJ year_NOUN trump_NOUN bear_VERB,user hey genius hitler year trump
@USER All you need to know about the importance of the midterms,NOT,user all you need to know about the importance of the midterms,0.0,0.058823529411764705,0.0625,user_NOUN need_VERB know_VERB importance_NOUN midterm_NOUN,user importance midterm
@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.,OFF,user no one needs hunting in canada spread the word.there is no place in a civilized society for rifles and shotguns.the coalition for gun control has 200 associations behind us to support and the liberals. in the name of the safety of our kids mr blair ban those guns.,0.0,0.17647058823529413,0.25,user_PROPN need_VERB hunt_VERB canada_PROPN spread_VERB word.there_NOUN place_NOUN civilized_ADJ society_NOUN rifle_NOUN shotguns.the_DET coalition_NOUN gun_NOUN control_NOUN 200_NUM association_NOUN support_VERB liberal_NOUN safety_NOUN kid_NOUN mr_PROPN blair_PROPN ban_VERB gun_NOUN,user canada word.there place society rifle coalition gun control association liberal safety kid mr blair gun
"@USER The pot calling the kettle black. Most disisive &amp; dirty political party right now is the one you are running for You use the words more perfect union"" yet your party shows its bigotry &amp; hatred towards conservatives, republicans, &amp; all who have a different opinion #maga @USER",NOT,"user the pot calling the kettle black. most disisive &amp; dirty political party right now is the one you are running for you use the words more perfect union"" yet your party shows its bigotry &amp; hatred towards conservatives, republicans, &amp; all who have a different opinion maga user",0.0,0.058823529411764705,0.125,user_NOUN pot_NOUN call_VERB kettle_NOUN black_ADJ disisive_PROPN amp_PROPN dirty_ADJ political_ADJ party_NOUN right_ADV run_VERB use_VERB word_NOUN perfect_ADJ union_NOUN party_NOUN show_VERB bigotry_NOUN amp_PROPN hatred_NOUN conservative_NOUN republicans_PROPN amp_PROPN different_ADJ opinion_NOUN maga_NOUN user_NOUN,user pot kettle disisive amp party word union party bigotry amp hatred conservative republicans amp opinion maga user
@USER @USER Conversely you apparentl don't care about kids unless they are shot at school &amp; can be used to promote gun control. Funny that AR you hate so much is used to kill far less people than criminals do with their arms and legs. When do you start calling for everyone to be dismembered?,OFF,user conversely you apparentl don't care about kids unless they are shot at school &amp; can be used to promote gun control. funny that ar you hate so much is used to kill far less people than criminals do with their arms and legs. when do you start calling for everyone to be dismembered ?,0.0,0.058823529411764705,0.1875,user_NOUN conversely_ADV apparentl_PROPN care_VERB kid_NOUN shoot_VERB school_PROPN amp_PROPN promote_VERB gun_NOUN control_NOUN funny_ADJ ar_ADP hate_VERB kill_VERB far_ADV people_NOUN criminal_NOUN arm_NOUN leg_NOUN start_VERB call_VERB dismember_VERB,user apparentl kid school amp gun control people criminal arm leg
@USER Remember Tina. You can always sleep when you are dead! URL,NOT,user remember tina. you can always sleep when you are dead ! url,0.0,0.058823529411764705,0.1875,user_NOUN remember_VERB tina_PROPN sleep_VERB dead_ADJ url_ADJ,user tina
@USER hell0! What a beautiful sight seeing the antifa scum getting beat down and arrested!,OFF,user hell0 ! what a beautiful sight seeing the antifa scum getting beat down and arrested !,0.0,0.058823529411764705,0.125,user_NOUN hell0_PROPN beautiful_ADJ sight_NOUN see_VERB antifa_NOUN scum_NOUN getting_AUX beat_VERB arrest_VERB,user hell0 sight antifa scum
@USER @USER he is on the island dummy,NOT,user he is on the island dummy,0.0,0.0,0.0625,user_NOUN island_NOUN dummy_NOUN,user island dummy
@USER Moron - Real Americans are PROUD of our accomplishments- you are disgusting for not showing the truth.,OFF,user moron - real americans are proud of our accomplishments- you are disgusting for not showing the truth.,0.0,0.0,0.0625,user_PROPN moron_PROPN real_ADJ americans_PROPN proud_ADJ accomplishments-_NOUN disgusting_ADJ show_VERB truth_NOUN,user moron americans accomplishments- truth
@USER @USER @USER @USER She is not in this photo. It has not been verified that they knew each other. This story is about the weirdest I’ve ever heard and The Texas Rangers better do right by Bo.,NOT,user she is not in this photo. it has not been verified that they knew each other. this story is about the weirdest i’ve ever heard and the texas rangers better do right by bo.,0.0,0.058823529411764705,0.1875,user_NOUN photo_NOUN verify_VERB know_VERB story_NOUN weird_ADJ hear_VERB texas_PROPN ranger_NOUN well_ADV right_ADV bo_PROPN,user photo story texas ranger bo
@USER She is so beautiful! 😍😍😍,NOT,user she is so beautiful ! 😍😍😍,0.0,0.058823529411764705,0.125,user_NOUN beautiful_ADJ 😍_NOUN 😍_NOUN 😍_NOUN,user 😍 😍 😍
@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!,OFF,user she is a piece of shit and i am not sorry for my bluntness. from now on i am going to say what i think whether bluntly or rudely !,0.0,0.0,0.125,user_NOUN piece_NOUN shit_NOUN sorry_ADJ bluntness_NOUN go_VERB think_VERB bluntly_ADV rudely_ADV,user piece shit bluntness
@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!,OFF,user levi’s just came out in support of student gun control activists. now the trumpers will be burning their jeans as well as their sneakers !,0.0,0.0,0.125,user_PROPN levi_PROPN come_VERB support_NOUN student_NOUN gun_NOUN control_NOUN activist_NOUN trumper_NOUN burn_VERB jean_NOUN sneaker_NOUN,user levi support student gun control activist trumper jean sneaker
@USER Bad behavior like that is never acceptable.,OFF,user bad behavior like that is never acceptable.,0.0,0.058823529411764705,0.0625,user_NOUN bad_ADJ behavior_NOUN like_ADP acceptable_ADJ,user behavior
@USER I hope so.  Liberals heads exploding is what I'm hoping for,NOT,user i hope so. liberals heads exploding is what i'm hoping for,0.0,0.058823529411764705,0.125,user_PROPN hope_VERB liberal_NOUN head_NOUN explode_VERB hope_VERB,user liberal head
@USER Burt was awesome.,NOT,user burt was awesome.,0.0,0.058823529411764705,0.0625,user_PROPN burt_PROPN awesome_ADJ,user burt
@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,OFF,user ancient homies couldnt have cock cocks fighting because that was literally illegal in athens fjshdhjs,0.0,0.0,0.0625,user_PROPN ancient_ADJ homie_NOUN not_PART cock_NOUN cock_NOUN fight_VERB literally_ADV illegal_ADJ athens_PROPN fjshdhjs_NOUN,user homie cock cock athens fjshdhjs
@USER the democommunists have allready destroyed america put men in a womens bathroom right to child molestors n child killers n illegals have more rights than americans if u think im wrong bill say something besides kissing liberals asses,OFF,user the democommunists have allready destroyed america put men in a womens bathroom right to child molestors n child killers n illegals have more rights than americans if u think im wrong bill say something besides kissing liberals asses,0.2,0.058823529411764705,0.0625,user_NOUN democommunist_NOUN allready_ADV destroy_VERB america_PROPN man_NOUN womens_PROPN bathroom_NOUN right_ADV child_NOUN molestor_NOUN n_CCONJ child_PROPN killer_NOUN n_ADP illegal_NOUN right_NOUN americans_PROPN u_PRON think_VERB m_VERB wrong_ADJ bill_NOUN kiss_VERB liberal_NOUN asse_VERB,user democommunist america man womens bathroom child molestor child killer illegal right americans bill liberal
@USER Why in the hell would I do that? The left already hates me enough. Black conservatives aren’t liked in this country. I comment and fight because of that.,OFF,user why in the hell would i do that ? the left already hates me enough. black conservatives aren’t liked in this country. i comment and fight because of that.,0.0,0.058823529411764705,0.25,user_NOUN hell_NOUN left_PROPN hate_VERB black_ADJ conservative_NOUN like_VERB country_NOUN comment_VERB fight_VERB,user hell left conservative country
@USER How to develop their competitive skills and social skills in Home Schooling...as my child too complain abt bullying and unjust behaviour of teachers since she is super active...,OFF,user how to develop their competitive skills and social skills in home schooling...as my child too complain abt bullying and unjust behaviour of teachers since she is super active...,0.0,0.0,0.0625,user_NOUN develop_VERB competitive_ADJ skill_NOUN social_ADJ skill_NOUN home_NOUN schooling_NOUN child_NOUN complain_VERB abt_PROPN bullying_NOUN unjust_ADJ behaviour_NOUN teacher_NOUN super_ADV active_ADJ,user skill skill home schooling child abt bullying behaviour teacher
@USER You are 100% correct,NOT,user you are 100% correct,0.0,0.058823529411764705,0.0625,user_NOUN 100_NUM correct_ADJ,user
@USER Yoongi you are the father!!! 😂 URL,NOT,user yoongi you are the father ! ! ! 😂 url,0.0,0.0,0.125,user_PROPN yoongi_PROPN father_NOUN 😂_X url_SPACE,user yoongi father
It is the consensus of the Republican Party that sexually assaulting a 15-year-old girl should not disqualify a judge from sitting on the highest court in the land and making life-or-death decisions about women's health.   #MAGA,OFF,it is the consensus of the republican party that sexually assaulting a 15-year-old girl should not disqualify a judge from sitting on the highest court in the land and making life-or-death decisions about women's health. maga,0.0,0.11764705882352941,0.125,consensus_NOUN republican_PROPN party_PROPN sexually_ADV assault_VERB 15_NUM year_NOUN old_ADJ girl_NOUN disqualify_VERB judge_NOUN sit_VERB high_ADJ court_NOUN land_NOUN make_VERB life_NOUN death_NOUN decision_NOUN woman_NOUN health_NOUN maga_NOUN,consensus republican party year girl judge court land life death decision woman health maga
@USER @USER @USER Good for you.. he is bit miss guided for me to follow as the guy to me seems more like an idiot &amp; a crock but if you think that he is perfect even though there is multiple investigations against him whom am I to disagree. I'm still looking for a better role model for America cya,OFF,user good for you.. he is bit miss guided for me to follow as the guy to me seems more like an idiot &amp; a crock but if you think that he is perfect even though there is multiple investigations against him whom am i to disagree. i'm still looking for a better role model for america cya,0.2,0.0,0.125,user_NOUN good_ADJ bit_NOUN miss_PROPN guide_VERB follow_VERB guy_NOUN like_ADP idiot_NOUN amp_PROPN crock_NOUN think_VERB perfect_ADJ multiple_ADJ investigation_NOUN disagree_VERB look_VERB well_ADJ role_NOUN model_NOUN america_PROPN cya_PROPN,user bit miss guy idiot amp crock investigation role model america cya
AntiPo is better than Antifa.,NOT,antipo is better than antifa.,0.0,0.058823529411764705,0.0625,antipo_PROPN well_ADJ antifa_PROPN,antipo antifa
@USER @USER What award. Head of the Nazi antifa violence movement,OFF,user what award. head of the nazi antifa violence movement,0.0,0.0,0.125,user_PROPN award_NOUN head_PROPN nazi_ADJ antifa_PROPN violence_NOUN movement_NOUN,user award head antifa violence movement
